unique_id,game_id,role,topology_raw,up_choice,has_ties,cardinal_p1,cardinal_p2,ordinal_p1,ordinal_p2,canonical_id,swap_sr,swap_sc,role_relative_to_canonical,up_choice_canonical
2015,1008,rowplayer,"('dilemma', 'assurance')",0.2222222222222222,False,"8,4,31,5","46,11,10,31","3,1,4,2","4,2,1,3",121.0,False,True,P1,0.2222222222222222
2016,1008,colplayer,"('assurance', 'dilemma')",0.6086956521739131,False,"46,10,11,31","8,31,4,5","4,1,2,3","3,4,1,2",11.0,False,True,P1,0.6086956521739131
2017,1009,rowplayer,"('leader', 'chicken')",0.6666666666666666,False,"11,16,39,7","16,37,3,2","2,3,4,1","3,4,2,1",15.0,False,True,P1,0.6666666666666666
2018,1009,colplayer,"('chicken', 'leader')",0.3243243243243243,False,"16,3,37,2","11,39,16,7","3,2,4,1","2,4,3,1",26.0,False,True,P1,0.3243243243243243
2019,1010,rowplayer,"('hero', 'assurance')",0.2058823529411764,True,"2,10,34,10","26,6,1,7",,,,,,,
2020,1010,colplayer,"('assurance', 'hero')",0.3673469387755102,True,"26,1,6,7","2,34,10,10",,,,,,,
2021,1011,rowplayer,"('leader', 'hero')",0.8235294117647058,False,"15,18,27,3","5,33,18,8","2,3,4,1","1,4,3,2",20.0,False,True,P1,0.8235294117647058
2022,1011,colplayer,"('hero', 'leader')",0.3404255319148936,False,"5,18,33,8","15,27,18,3","1,3,4,2","2,4,3,1",86.0,False,True,P1,0.3404255319148936
2023,1012,rowplayer,"('leader', 'leader')",0.6097560975609756,False,"11,17,26,9","4,13,6,1","2,3,4,1","2,4,3,1",14.0,False,True,P1,0.6097560975609756
2024,1012,colplayer,"('leader', 'leader')",0.3928571428571428,False,"4,6,13,1","11,26,17,9","2,3,4,1","2,4,3,1",14.0,False,True,P1,0.3928571428571428
2025,1013,rowplayer,"('assurance', 'staghunt')",0.90625,True,"20,1,1,10","29,13,2,9",,,,,,,
2026,1013,colplayer,"('staghunt', 'assurance')",0.6486486486486487,True,"29,2,13,9","20,1,1,10",,,,,,,
2027,1014,rowplayer,"('leader', 'leader')",0.5454545454545454,False,"7,8,15,2","15,32,23,10","2,3,4,1","2,4,3,1",14.0,False,True,P1,0.5454545454545454
2028,1014,colplayer,"('leader', 'leader')",0.7441860465116279,False,"15,23,32,10","7,15,8,2","2,3,4,1","2,4,3,1",14.0,False,True,P1,0.7441860465116279
2029,1015,rowplayer,"('assurance', 'safecoord')",0.8421052631578947,False,"39,2,9,12","32,3,4,6","4,1,2,3","4,1,2,3",5.0,False,True,P1,0.8421052631578947
2030,1015,colplayer,"('safecoord', 'assurance')",0.875,False,"32,4,3,6","39,9,2,12","4,2,1,3","4,2,1,3",49.0,False,True,P1,0.875
2031,1016,rowplayer,"('safecoord', 'assurance')",0.775,False,"15,9,2,14","41,11,4,14","4,2,1,3","4,2,1,3",49.0,False,True,P1,0.775
2032,1016,colplayer,"('assurance', 'safecoord')",0.6363636363636364,False,"41,4,11,14","15,2,9,14","4,1,2,3","4,1,2,3",5.0,False,True,P1,0.6363636363636364
2033,1017,rowplayer,"('leader', 'concord')",0.8076923076923077,False,"14,19,21,1","19,7,3,2","2,3,4,1","4,3,2,1",21.0,False,True,P1,0.8076923076923077
2034,1017,colplayer,"('concord', 'leader')",0.8043478260869565,False,"19,3,7,2","14,21,19,1","4,2,3,1","2,4,3,1",98.0,False,True,P1,0.8043478260869565
2035,1018,rowplayer,"('assurance', 'safecoord')",0.8636363636363636,False,"20,2,4,8","38,5,6,29","4,1,2,3","4,1,2,3",5.0,False,True,P1,0.8636363636363636
2036,1018,colplayer,"('safecoord', 'assurance')",0.9411764705882352,False,"38,6,5,29","20,4,2,8","4,2,1,3","4,2,1,3",49.0,False,True,P1,0.9411764705882352
2037,1019,rowplayer,"('hero', 'hero')",0.5384615384615384,False,"5,26,38,6","2,21,7,6","1,3,4,2","1,4,3,2",92.0,False,True,P1,0.5384615384615384
2038,1019,colplayer,"('hero', 'hero')",0.1794871794871795,False,"2,7,21,6","5,38,26,6","1,3,4,2","1,4,3,2",92.0,False,True,P1,0.1794871794871795
2039,1020,rowplayer,"('concord', 'assurance')",0.945945945945946,False,"20,5,9,1","23,4,2,9","4,2,3,1","4,2,1,3",97.0,False,True,P1,0.945945945945946
2040,1020,colplayer,"('assurance', 'concord')",0.813953488,False,"23,2,4,9","20,9,5,1","4,1,2,3","4,3,2,1",9.0,False,True,P1,0.813953488
2041,1021,rowplayer,"('hero', 'chicken')",0.3225806451612903,False,"1,27,35,14","12,20,6,3","1,3,4,2","3,4,2,1",87.0,False,True,P1,0.3225806451612903
2042,1021,colplayer,"('chicken', 'hero')",0.3488372093023256,False,"12,6,20,3","1,35,27,14","3,2,4,1","1,4,3,2",32.0,False,True,P1,0.3488372093023256
2043,1022,rowplayer,"('chicken', 'safecoord')",0.303030303030303,True,"7,1,19,1","37,2,9,31",,,,,,,
2044,1022,colplayer,"('safecoord', 'chicken')",0.8484848484848485,True,"37,9,2,31","7,19,1,1",,,,,,,
2045,1023,rowplayer,"('safecoord', 'staghunt')",1.0,False,"17,7,5,8","14,9,1,4","4,2,1,3","4,3,1,2",60.0,False,True,P1,1.0
2046,1023,colplayer,"('staghunt', 'safecoord')",0.7045454545454546,False,"14,1,9,4","17,5,7,8","4,1,3,2","4,1,2,3",137.0,False,True,P1,0.7045454545454546
2047,1024,rowplayer,"('safecoord', 'safecoord')",0.8,False,"16,4,1,12","36,2,12,15","4,2,1,3","4,1,2,3",53.0,False,True,P1,0.8
2048,1024,colplayer,"('safecoord', 'safecoord')",0.9090909090909092,False,"36,12,2,15","16,1,4,12","4,2,1,3","4,1,2,3",53.0,False,True,P1,0.9090909090909092
2049,1025,rowplayer,"('concord', 'assurance')",0.9736842105263158,False,"41,9,19,2","22,2,1,15","4,2,3,1","4,2,1,3",97.0,False,True,P1,0.9736842105263158
2050,1025,colplayer,"('assurance', 'concord')",0.6904761904761905,False,"22,1,2,15","41,19,9,2","4,1,2,3","4,3,2,1",9.0,False,True,P1,0.6904761904761905
2051,1026,rowplayer,"('chicken', 'leader')",0.5652173913043478,False,"21,10,33,4","12,20,19,6","3,2,4,1","2,4,3,1",26.0,False,True,P1,0.5652173913043478
2052,1026,colplayer,"('leader', 'chicken')",0.8181818181818182,False,"12,19,20,6","21,33,10,4","2,3,4,1","3,4,2,1",15.0,False,True,P1,0.8181818181818182
2053,1027,rowplayer,"('hero', 'chicken')",0.4047619047619047,False,"1,15,32,11","17,30,9,4","1,3,4,2","3,4,2,1",87.0,False,True,P1,0.4047619047619047
2054,1027,colplayer,"('chicken', 'hero')",0.4545454545454545,False,"17,9,30,4","1,32,15,11","3,2,4,1","1,4,3,2",32.0,False,True,P1,0.4545454545454545
2055,1028,rowplayer,"('hero', 'leader')",0.4117647058823529,False,"8,32,36,17","4,32,29,2","1,3,4,2","2,4,3,1",86.0,False,True,P1,0.4117647058823529
2056,1028,colplayer,"('leader', 'hero')",0.525,False,"4,29,32,2","8,36,32,17","2,3,4,1","1,4,3,2",20.0,False,True,P1,0.525
2057,1029,rowplayer,"('hero', 'safecoord')",0.1,True,"4,8,13,8","23,1,2,20",,,,,,,
2058,1029,colplayer,"('safecoord', 'hero')",0.5531914893617021,True,"23,2,1,20","4,13,8,8",,,,,,,
2059,1030,rowplayer,"('staghunt', 'staghunt')",0.7631578947368421,True,"16,5,11,6","28,3,2,3",,,,,,,
2060,1030,colplayer,"('staghunt', 'staghunt')",0.9393939393939394,True,"28,2,3,3","16,11,5,6",,,,,,,
2061,1031,rowplayer,"('assurance', 'safecoord')",0.7096774193548387,False,"13,1,3,6","22,1,8,20","4,1,2,3","4,1,2,3",5.0,False,True,P1,0.7096774193548387
2062,1031,colplayer,"('safecoord', 'assurance')",0.8809523809523809,False,"22,8,1,20","13,3,1,6","4,2,1,3","4,2,1,3",49.0,False,True,P1,0.8809523809523809
2063,1032,rowplayer,"('safecoord', 'safecoord')",0.7878787878787878,False,"47,5,3,11","10,1,2,6","4,2,1,3","4,1,2,3",53.0,False,True,P1,0.7878787878787878
2064,1032,colplayer,"('safecoord', 'safecoord')",0.8108108108108109,False,"10,2,1,6","47,3,5,11","4,2,1,3","4,1,2,3",53.0,False,True,P1,0.8108108108108109
2065,1033,rowplayer,"('leader', 'leader')",0.7894736842105263,False,"6,35,37,3","4,21,8,1","2,3,4,1","2,4,3,1",14.0,False,True,P1,0.7894736842105263
2066,1033,colplayer,"('leader', 'leader')",0.2580645161290322,False,"4,8,21,1","6,37,35,3","2,3,4,1","2,4,3,1",14.0,False,True,P1,0.2580645161290322
2067,1034,rowplayer,"('chicken', 'chicken')",0.275,False,"8,6,26,4","18,23,14,1","3,2,4,1","3,4,2,1",27.0,False,True,P1,0.275
2068,1034,colplayer,"('chicken', 'chicken')",0.8292682926829268,False,"18,14,23,1","8,26,6,4","3,2,4,1","3,4,2,1",27.0,False,True,P1,0.8292682926829268
2069,1035,rowplayer,"('staghunt', 'staghunt')",0.5428571428571428,True,"26,1,21,6","43,8,3,8",,,,,,,
2070,1035,colplayer,"('staghunt', 'staghunt')",0.8888888888888888,True,"43,3,8,8","26,21,1,6",,,,,,,
2071,1036,rowplayer,"('assurance', 'assurance')",0.6938775510204082,False,"20,1,8,9","29,15,5,23","4,1,2,3","4,2,1,3",1.0,False,True,P1,0.6938775510204082
2072,1036,colplayer,"('assurance', 'assurance')",0.475,False,"29,5,15,23","20,8,1,9","4,1,2,3","4,2,1,3",1.0,False,True,P1,0.475
2073,1037,rowplayer,"('hero', 'safecoord')",0.1509433962264151,True,"1,13,20,3","17,4,7,7",,,,,,,
2074,1037,colplayer,"('safecoord', 'hero')",0.8214285714285714,True,"17,7,4,7","1,20,13,3",,,,,,,
2075,1038,rowplayer,"('assurance', 'safecoord')",0.74,True,"7,1,1,2","18,3,4,10",,,,,,,
2076,1038,colplayer,"('safecoord', 'assurance')",0.9090909090909092,True,"18,4,3,10","7,1,1,2",,,,,,,
2077,1039,rowplayer,"('hero', 'leader')",0.2162162162162162,False,"1,5,16,2","14,31,17,12","1,3,4,2","2,4,3,1",86.0,False,True,P1,0.2162162162162162
2078,1039,colplayer,"('leader', 'hero')",0.425,False,"14,17,31,12","1,16,5,2","2,3,4,1","1,4,3,2",20.0,False,True,P1,0.425
2079,1040,rowplayer,"('assurance', 'assurance')",0.7,False,"38,5,16,19","42,19,9,29","4,1,2,3","4,2,1,3",1.0,False,True,P1,0.7
2080,1040,colplayer,"('assurance', 'assurance')",0.6190476190476191,False,"42,9,19,29","38,16,5,19","4,1,2,3","4,2,1,3",1.0,False,True,P1,0.6190476190476191
2081,1041,rowplayer,"('leader', 'leader')",0.6956521739130435,False,"12,28,31,1","17,27,20,11","2,3,4,1","2,4,3,1",14.0,False,True,P1,0.6956521739130435
2082,1041,colplayer,"('leader', 'leader')",0.3571428571428571,False,"17,20,27,11","12,31,28,1","2,3,4,1","2,4,3,1",14.0,False,True,P1,0.3571428571428571
2083,1042,rowplayer,"('staghunt', 'chicken')",0.6666666666666666,True,"34,4,19,10","31,31,17,8",,,,,,,
2084,1042,colplayer,"('chicken', 'staghunt')",0.9375,True,"31,17,31,8","34,19,4,10",,,,,,,
2085,1043,rowplayer,"('assurance', 'assurance')",0.5714285714285714,True,"17,4,9,11","31,1,1,2",,,,,,,
2086,1043,colplayer,"('assurance', 'assurance')",0.9302325581395348,True,"31,1,1,2","17,9,4,11",,,,,,,
2087,1044,rowplayer,"('hero', 'chicken')",0.6170212765957447,True,"4,19,19,9","25,40,5,2",,,,,,,
2088,1044,colplayer,"('chicken', 'hero')",0.28,True,"25,5,40,2","4,19,19,9",,,,,,,
2089,1045,rowplayer,"('hero', 'leader')",0.1,True,"2,26,41,12","4,6,6,3",,,,,,,
2090,1045,colplayer,"('leader', 'hero')",0.7551020408163265,True,"4,6,6,3","2,41,26,12",,,,,,,
2091,1046,rowplayer,"('chicken', 'leader')",0.4117647058823529,True,"8,6,27,4","1,10,9,1",,,,,,,
2092,1046,colplayer,"('leader', 'chicken')",0.5128205128205128,True,"1,9,10,1","8,27,6,4",,,,,,,
2093,1047,rowplayer,"('concord', 'assurance')",0.918918919,True,"35,11,26,5","17,4,4,10",,,,,,,
2094,1047,colplayer,"('assurance', 'concord')",0.8297872340425532,True,"17,4,4,10","35,26,11,5",,,,,,,
2095,1048,rowplayer,"('hero', 'chicken')",0.4871794871794871,False,"1,35,37,11","34,38,9,4","1,3,4,2","3,4,2,1",87.0,False,True,P1,0.4871794871794871
2096,1048,colplayer,"('chicken', 'hero')",0.3714285714285714,False,"34,9,38,4","1,37,35,11","3,2,4,1","1,4,3,2",32.0,False,True,P1,0.3714285714285714
2097,1049,rowplayer,"('safecoord', 'safecoord')",0.8936170212765957,False,"44,4,3,13","45,2,6,13","4,2,1,3","4,1,2,3",53.0,False,True,P1,0.8936170212765957
2098,1049,colplayer,"('safecoord', 'safecoord')",0.918918919,False,"45,6,2,13","44,3,4,13","4,2,1,3","4,1,2,3",53.0,False,True,P1,0.918918919
2099,1050,rowplayer,"('chicken', 'chicken')",0.7045454545454546,False,"19,9,25,2","12,17,11,9","3,2,4,1","3,4,2,1",27.0,False,True,P1,0.7045454545454546
2100,1050,colplayer,"('chicken', 'chicken')",0.5952380952380952,False,"12,11,17,9","19,25,9,2","3,2,4,1","3,4,2,1",27.0,False,True,P1,0.5952380952380952
2101,1051,rowplayer,"('safecoord', 'safecoord')",0.8571428571428571,False,"25,12,7,13","16,4,5,7","4,2,1,3","4,1,2,3",53.0,False,True,P1,0.8571428571428571
2102,1051,colplayer,"('safecoord', 'safecoord')",0.8064516129032258,False,"16,5,4,7","25,7,12,13","4,2,1,3","4,1,2,3",53.0,False,True,P1,0.8064516129032258
2103,1052,rowplayer,"('safecoord', 'assurance')",0.8936170212765957,False,"27,9,1,17","12,7,5,11","4,2,1,3","4,2,1,3",49.0,False,True,P1,0.8936170212765957
2104,1052,colplayer,"('assurance', 'safecoord')",0.4722222222222222,False,"12,5,7,11","27,1,9,17","4,1,2,3","4,1,2,3",5.0,False,True,P1,0.4722222222222222
2105,1053,rowplayer,"('safecoord', 'safecoord')",0.9666666666666668,False,"23,10,2,11","18,4,7,14","4,2,1,3","4,1,2,3",53.0,False,True,P1,0.9666666666666668
2106,1053,colplayer,"('safecoord', 'safecoord')",0.8571428571428571,False,"18,7,4,14","23,2,10,11","4,2,1,3","4,1,2,3",53.0,False,True,P1,0.8571428571428571
2107,1054,rowplayer,"('hero', 'leader')",0.3055555555555556,False,"18,33,45,26","10,27,13,7","1,3,4,2","2,4,3,1",86.0,False,True,P1,0.3055555555555556
2108,1054,colplayer,"('leader', 'hero')",0.4242424242424242,False,"10,13,27,7","18,45,33,26","2,3,4,1","1,4,3,2",20.0,False,True,P1,0.4242424242424242
2109,1055,rowplayer,"('chicken', 'chicken')",0.6363636363636364,False,"26,4,40,1","7,20,2,1","3,2,4,1","3,4,2,1",27.0,False,True,P1,0.6363636363636364
2110,1055,colplayer,"('chicken', 'chicken')",0.4871794871794871,False,"7,2,20,1","26,40,4,1","3,2,4,1","3,4,2,1",27.0,False,True,P1,0.4871794871794871
2111,1056,rowplayer,"('safecoord', 'safecoord')",0.9230769230769232,False,"22,5,2,11","26,9,12,15","4,2,1,3","4,1,2,3",53.0,False,True,P1,0.9230769230769232
2112,1056,colplayer,"('safecoord', 'safecoord')",0.9565217391304348,False,"26,12,9,15","22,2,5,11","4,2,1,3","4,1,2,3",53.0,False,True,P1,0.9565217391304348
2113,1057,rowplayer,"('assurance', 'staghunt')",0.8604651162790697,False,"17,4,6,7","9,7,1,5","4,1,2,3","4,3,1,2",12.0,False,True,P1,0.8604651162790697
2114,1057,colplayer,"('staghunt', 'assurance')",0.4594594594594595,False,"9,1,7,5","17,6,4,7","4,1,3,2","4,2,1,3",133.0,False,True,P1,0.4594594594594595
2115,1058,rowplayer,"('safecoord', 'safecoord')",0.85,False,"35,4,1,13","34,5,20,27","4,2,1,3","4,1,2,3",53.0,False,True,P1,0.85
2116,1058,colplayer,"('safecoord', 'safecoord')",0.8518518518518519,False,"34,20,5,27","35,1,4,13","4,2,1,3","4,1,2,3",53.0,False,True,P1,0.8518518518518519
2117,1059,rowplayer,"('assurance', 'safecoord')",0.2424242424242424,False,"22,2,17,20","33,3,5,28","4,1,2,3","4,1,2,3",5.0,False,True,P1,0.2424242424242424
2118,1059,colplayer,"('safecoord', 'assurance')",0.8484848484848485,False,"33,5,3,28","22,17,2,20","4,2,1,3","4,2,1,3",49.0,False,True,P1,0.8484848484848485
2119,1060,rowplayer,"('leader', 'leader')",0.2285714285714285,True,"13,16,43,8","10,12,12,4",,,,,,,
2120,1060,colplayer,"('leader', 'leader')",0.902439024390244,True,"10,12,12,4","13,43,16,8",,,,,,,
2121,1061,rowplayer,"('assurance', 'staghunt')",0.4705882352941176,False,"34,9,15,25","11,10,3,5","4,1,2,3","4,3,1,2",12.0,False,True,P1,0.4705882352941176
2122,1061,colplayer,"('staghunt', 'assurance')",0.5675675675675675,False,"11,3,10,5","34,15,9,25","4,1,3,2","4,2,1,3",133.0,False,True,P1,0.5675675675675675
2123,1062,rowplayer,"('leader', 'chicken')",0.175,False,"8,13,28,7","25,33,22,9","2,3,4,1","3,4,2,1",15.0,False,True,P1,0.175
2124,1062,colplayer,"('chicken', 'leader')",0.65625,False,"25,22,33,9","8,28,13,7","3,2,4,1","2,4,3,1",26.0,False,True,P1,0.65625
2125,1063,rowplayer,"('hero', 'leader')",0.5365853658536586,True,"2,15,15,6","13,25,18,11",,,,,,,
2126,1063,colplayer,"('leader', 'hero')",0.3902439024390244,True,"13,18,25,11","2,15,15,6",,,,,,,
2127,1064,rowplayer,"('hero', 'staghunt')",0.2727272727272727,True,"1,14,16,11","17,12,2,2",,,,,,,
2128,1064,colplayer,"('staghunt', 'hero')",0.4571428571428571,True,"17,2,12,2","1,16,14,11",,,,,,,
2129,1065,rowplayer,"('safecoord', 'chicken')",0.9285714285714286,True,"33,8,4,8","18,21,15,2",,,,,,,
2130,1065,colplayer,"('chicken', 'safecoord')",0.8181818181818182,True,"18,15,21,2","33,4,8,8",,,,,,,
2131,1066,rowplayer,"('chicken', 'leader')",0.5,False,"16,8,33,1","8,17,10,6","3,2,4,1","2,4,3,1",26.0,False,True,P1,0.5
2132,1066,colplayer,"('leader', 'chicken')",0.625,False,"8,10,17,6","16,33,8,1","2,3,4,1","3,4,2,1",15.0,False,True,P1,0.625
2133,1067,rowplayer,"('hero', 'chicken')",0.5365853658536586,False,"4,17,24,9","27,35,8,2","1,3,4,2","3,4,2,1",87.0,False,True,P1,0.5365853658536586
2134,1067,colplayer,"('chicken', 'hero')",0.3953488372093023,False,"27,8,35,2","4,24,17,9","3,2,4,1","1,4,3,2",32.0,False,True,P1,0.3953488372093023
2135,1068,rowplayer,"('assurance', 'safecoord')",0.8717948717948718,False,"25,7,8,11","13,7,10,12","4,1,2,3","4,1,2,3",5.0,False,True,P1,0.8717948717948718
2136,1068,colplayer,"('safecoord', 'assurance')",0.8095238095238095,False,"13,10,7,12","25,8,7,11","4,2,1,3","4,2,1,3",49.0,False,True,P1,0.8095238095238095
2137,1069,rowplayer,"('hero', 'hero')",0.238095238095238,False,"1,5,27,3","1,22,14,2","1,3,4,2","1,4,3,2",92.0,False,True,P1,0.238095238095238
2138,1069,colplayer,"('hero', 'hero')",0.6170212765957447,False,"1,14,22,2","1,27,5,3","1,3,4,2","1,4,3,2",92.0,False,True,P1,0.6170212765957447
2139,1070,rowplayer,"('assurance', 'staghunt')",0.5128205128205128,False,"26,2,13,20","12,8,1,3","4,1,2,3","4,3,1,2",12.0,False,True,P1,0.5128205128205128
2140,1070,colplayer,"('staghunt', 'assurance')",0.7058823529411765,False,"12,1,8,3","26,13,2,20","4,1,3,2","4,2,1,3",133.0,False,True,P1,0.7058823529411765
2141,1071,rowplayer,"('hero', 'hero')",0.4827586206896552,False,"2,22,26,6","1,12,11,6","1,3,4,2","1,4,3,2",92.0,False,True,P1,0.4827586206896552
2142,1071,colplayer,"('hero', 'hero')",0.425,False,"1,11,12,6","2,26,22,6","1,3,4,2","1,4,3,2",92.0,False,True,P1,0.425
2143,1072,rowplayer,"('assurance', 'staghunt')",0.6097560975609756,False,"44,1,6,31","29,25,10,13","4,1,2,3","4,3,1,2",12.0,False,True,P1,0.6097560975609756
2144,1072,colplayer,"('staghunt', 'assurance')",0.6739130434782609,False,"29,10,25,13","44,6,1,31","4,1,3,2","4,2,1,3",133.0,False,True,P1,0.6739130434782609
2145,1073,rowplayer,"('leader', 'leader')",0.175,True,"7,17,40,7","6,23,22,2",,,,,,,
2146,1073,colplayer,"('leader', 'leader')",0.8823529411764706,True,"6,22,23,2","7,40,17,7",,,,,,,
2147,1074,rowplayer,"('staghunt', 'staghunt')",0.7727272727272727,False,"31,1,8,3","15,9,1,6","4,1,3,2","4,3,1,2",144.0,False,True,P1,0.7727272727272727
2148,1074,colplayer,"('staghunt', 'staghunt')",0.5238095238095238,False,"15,1,9,6","31,8,1,3","4,1,3,2","4,3,1,2",144.0,False,True,P1,0.5238095238095238
2149,1075,rowplayer,"('leader', 'staghunt')",0.7,True,"10,14,18,1","19,6,4,4",,,,,,,
2150,1075,colplayer,"('staghunt', 'leader')",0.8823529411764706,True,"19,4,6,4","10,18,14,1",,,,,,,
2151,1076,rowplayer,"('chicken', 'safecoord')",0.7647058823529411,True,"10,4,13,1","26,7,11,11",,,,,,,
2152,1076,colplayer,"('safecoord', 'chicken')",0.945945945945946,True,"26,11,7,11","10,13,4,1",,,,,,,
2153,1077,rowplayer,"('assurance', 'staghunt')",0.8372093023255814,True,"13,1,1,8","32,21,3,9",,,,,,,
2154,1077,colplayer,"('staghunt', 'assurance')",0.7105263157894737,True,"32,3,21,9","13,1,1,8",,,,,,,
2155,1078,rowplayer,"('hero', 'leader')",0.4230769230769231,False,"2,18,35,5","2,40,15,1","1,3,4,2","2,4,3,1",86.0,False,True,P1,0.4230769230769231
2156,1078,colplayer,"('leader', 'hero')",0.4130434782608695,False,"2,15,40,1","2,35,18,5","2,3,4,1","1,4,3,2",20.0,False,True,P1,0.4130434782608695
2157,1079,rowplayer,"('safecoord', 'hero')",0.723404255,True,"27,9,1,9","5,26,20,17",,,,,,,
2158,1079,colplayer,"('hero', 'safecoord')",0.071428571,True,"5,20,26,17","27,1,9,9",,,,,,,
2159,1080,rowplayer,"('assurance', 'assurance')",0.53125,False,"20,2,7,11","25,12,8,22","4,1,2,3","4,2,1,3",1.0,False,True,P1,0.53125
2160,1080,colplayer,"('assurance', 'assurance')",0.4242424242424242,False,"25,8,12,22","20,7,2,11","4,1,2,3","4,2,1,3",1.0,False,True,P1,0.4242424242424242
2161,1081,rowplayer,"('leader', 'chicken')",0.5641025641025641,False,"14,15,40,7","12,18,3,1","2,3,4,1","3,4,2,1",15.0,False,True,P1,0.5641025641025641
2162,1081,colplayer,"('chicken', 'leader')",0.2926829268292683,False,"12,3,18,1","14,40,15,7","3,2,4,1","2,4,3,1",26.0,False,True,P1,0.2926829268292683
2163,1082,rowplayer,"('assurance', 'staghunt')",0.8055555555555556,False,"34,11,15,27","30,9,6,7","4,1,2,3","4,3,1,2",12.0,False,True,P1,0.8055555555555556
2164,1082,colplayer,"('staghunt', 'assurance')",0.975609756,False,"30,6,9,7","34,15,11,27","4,1,3,2","4,2,1,3",133.0,False,True,P1,0.975609756
2165,1083,rowplayer,"('hero', 'hero')",0.3333333333333333,False,"1,23,29,16","2,43,23,8","1,3,4,2","1,4,3,2",92.0,False,True,P1,0.3333333333333333
2166,1083,colplayer,"('hero', 'hero')",0.3023255813953488,False,"2,23,43,8","1,29,23,16","1,3,4,2","1,4,3,2",92.0,False,True,P1,0.3023255813953488
2167,1084,rowplayer,"('safecoord', 'assurance')",0.8979591836734694,True,"25,17,5,25","14,4,2,11",,,,,,,
2168,1084,colplayer,"('assurance', 'safecoord')",0.7391304347826086,True,"14,2,4,11","25,5,17,25",,,,,,,
2169,1085,rowplayer,"('leader', 'leader')",0.475,False,"8,9,17,4","16,35,23,13","2,3,4,1","2,4,3,1",14.0,False,True,P1,0.475
2170,1085,colplayer,"('leader', 'leader')",0.5,False,"16,23,35,13","8,17,9,4","2,3,4,1","2,4,3,1",14.0,False,True,P1,0.5
2171,1086,rowplayer,"('leader', 'chicken')",0.6326530612244898,False,"10,22,43,9","15,27,9,1","2,3,4,1","3,4,2,1",15.0,False,True,P1,0.6326530612244898
2172,1086,colplayer,"('chicken', 'leader')",0.5,False,"15,9,27,1","10,43,22,9","3,2,4,1","2,4,3,1",26.0,False,True,P1,0.5
2173,1087,rowplayer,"('chicken', 'chicken')",0.5263157894736842,False,"24,8,42,1","22,24,20,6","3,2,4,1","3,4,2,1",27.0,False,True,P1,0.5263157894736842
2174,1087,colplayer,"('chicken', 'chicken')",0.8709677419354839,False,"22,20,24,6","24,42,8,1","3,2,4,1","3,4,2,1",27.0,False,True,P1,0.8709677419354839
2175,1088,rowplayer,"('safecoord', 'safecoord')",0.972972973,False,"38,9,2,11","43,19,25,31","4,2,1,3","4,1,2,3",53.0,False,True,P1,0.972972973
2176,1088,colplayer,"('safecoord', 'safecoord')",0.8913043478260869,False,"43,25,19,31","38,2,9,11","4,2,1,3","4,1,2,3",53.0,False,True,P1,0.8913043478260869
2177,1089,rowplayer,"('hero', 'leader')",0.4418604651162791,False,"1,19,26,3","12,29,16,4","1,3,4,2","2,4,3,1",86.0,False,True,P1,0.4418604651162791
2178,1089,colplayer,"('leader', 'hero')",0.6923076923076923,False,"12,16,29,4","1,26,19,3","2,3,4,1","1,4,3,2",20.0,False,True,P1,0.6923076923076923
2179,1090,rowplayer,"('hero', 'leader')",0.2439024390243902,False,"3,21,43,17","4,12,11,2","1,3,4,2","2,4,3,1",86.0,False,True,P1,0.2439024390243902
2180,1090,colplayer,"('leader', 'hero')",0.6470588235294118,False,"4,11,12,2","3,43,21,17","2,3,4,1","1,4,3,2",20.0,False,True,P1,0.6470588235294118
2181,1091,rowplayer,"('assurance', 'staghunt')",0.9375,False,"19,3,4,9","19,13,8,12","4,1,2,3","4,3,1,2",12.0,False,True,P1,0.9375
2182,1091,colplayer,"('staghunt', 'assurance')",0.7413793103448276,False,"19,8,13,12","19,4,3,9","4,1,3,2","4,2,1,3",133.0,False,True,P1,0.7413793103448276
2183,1092,rowplayer,"('hero', 'chicken')",0.5789473684210527,False,"1,17,25,4","11,18,3,1","1,3,4,2","3,4,2,1",87.0,False,True,P1,0.5789473684210527
2184,1092,colplayer,"('chicken', 'hero')",0.3103448275862069,False,"11,3,18,1","1,25,17,4","3,2,4,1","1,4,3,2",32.0,False,True,P1,0.3103448275862069
2185,1093,rowplayer,"('leader', 'chicken')",0.7441860465116279,True,"6,29,37,6","5,31,4,2",,,,,,,
2186,1093,colplayer,"('chicken', 'leader')",0.2325581395348837,True,"5,4,31,2","6,37,29,6",,,,,,,
2187,1094,rowplayer,"('leader', 'leader')",0.4358974358974359,False,"6,16,18,2","17,22,18,4","2,3,4,1","2,4,3,1",14.0,False,True,P1,0.4358974358974359
2188,1094,colplayer,"('leader', 'leader')",0.8235294117647058,False,"17,18,22,4","6,18,16,2","2,3,4,1","2,4,3,1",14.0,False,True,P1,0.8235294117647058
2189,1095,rowplayer,"('safecoord', 'assurance')",0.7894736842105263,False,"18,13,10,16","38,3,1,9","4,2,1,3","4,2,1,3",49.0,False,True,P1,0.7894736842105263
2190,1095,colplayer,"('assurance', 'safecoord')",0.78125,False,"38,1,3,9","18,10,13,16","4,1,2,3","4,1,2,3",5.0,False,True,P1,0.78125
