model,round,trait,family,game,a_star,dose,base0,cue0,null0,shift0,nullshift0,abs_shift,abs_nullshift,shift_pref,nullshift_pref,net_pref,base_pref,n_pairs,flips,flips_aligned,source
qwen_instruct,1,maximin,rule,CoSh,0,1.0,0.75,1.0,1.0,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.75,4,1,1,corrected_integrated_root
qwen_instruct,1,maximin,rule,DlAs,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,DlBa,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,DlCh,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,DlCm,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,DlCo,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,DlDl,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,DlHa,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,DlHr,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,DlNc,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,DlPc,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,DlPd,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,DlSh,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,HaAs,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,HaBa,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,HaCh,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,HaCm,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,HaCo,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,HaDl,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,HaHa,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,HaHr,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,HaNc,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,HaPc,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,HaPd,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,HaSh,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,HrAs,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,HrBa,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,HrCh,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,HrCm,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,HrCo,1,-1.0,0.25,0.0,0.0,-0.25,-0.25,0.25,0.25,0.25,0.25,-0.0,0.75,4,1,1,corrected_integrated_root
qwen_instruct,1,maximin,rule,HrDl,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,HrHa,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,HrHr,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,HrNc,1,-1.0,0.5,0.0,0.25,-0.5,-0.25,0.5,0.25,0.5,0.25,0.25,0.5,4,2,2,corrected_integrated_root
qwen_instruct,1,maximin,rule,HrPc,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,HrPd,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,HrSh,1,-1.0,0.5,0.0,0.5,-0.5,0.0,0.5,0.0,0.5,-0.0,0.5,0.5,4,2,2,corrected_integrated_root
qwen_instruct,1,maximin,rule,NcAs,0,1.0,0.75,1.0,1.0,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.75,4,1,1,corrected_integrated_root
qwen_instruct,1,maximin,rule,NcBa,0,1.0,0.5,0.75,0.25,0.25,-0.25,0.25,0.25,0.25,-0.25,0.5,0.5,4,3,2,corrected_integrated_root
qwen_instruct,1,maximin,rule,NcCh,0,1.0,0.75,0.75,1.0,0.0,0.25,0.0,0.25,0.0,0.25,-0.25,0.75,4,2,1,corrected_integrated_root
qwen_instruct,1,maximin,rule,NcCm,0,1.0,0.5,1.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.5,4,2,2,corrected_integrated_root
qwen_instruct,1,maximin,rule,NcCo,0,1.0,0.5,0.75,0.5,0.25,0.0,0.25,0.0,0.25,0.0,0.25,0.5,4,1,1,corrected_integrated_root
qwen_instruct,1,maximin,rule,NcDl,0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,4,2,2,corrected_integrated_root
qwen_instruct,1,maximin,rule,NcHa,0,1.0,0.5,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.5,4,3,2,corrected_integrated_root
qwen_instruct,1,maximin,rule,NcHr,0,1.0,0.5,0.25,0.5,-0.25,0.0,0.25,0.0,-0.25,0.0,-0.25,0.5,4,1,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,NcNc,0,1.0,0.75,1.0,1.0,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.75,4,1,1,corrected_integrated_root
qwen_instruct,1,maximin,rule,NcPc,0,1.0,0.5,0.25,0.5,-0.25,0.0,0.25,0.0,-0.25,0.0,-0.25,0.5,4,1,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,NcPd,0,1.0,0.5,0.75,0.5,0.25,0.0,0.25,0.0,0.25,0.0,0.25,0.5,4,3,2,corrected_integrated_root
qwen_instruct,1,maximin,rule,NcSh,0,1.0,0.75,1.0,1.0,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.75,4,1,1,corrected_integrated_root
qwen_instruct,1,maximin,rule,PcAs,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,PcBa,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,PcCh,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,PcCm,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,PcCo,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,PcDl,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,PcHa,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,PcHr,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,PcNc,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,PcPc,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,PcPd,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,PcSh,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,PdAs,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,PdBa,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,PdCh,1,-1.0,0.25,0.0,0.0,-0.25,-0.25,0.25,0.25,0.25,0.25,-0.0,0.75,4,1,1,corrected_integrated_root
qwen_instruct,1,maximin,rule,PdCm,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,PdCo,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,PdDl,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,PdHa,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,PdHr,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,PdNc,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,PdPc,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,PdPd,1,-1.0,0.25,0.0,0.0,-0.25,-0.25,0.25,0.25,0.25,0.25,-0.0,0.75,4,1,1,corrected_integrated_root
qwen_instruct,1,maximin,rule,PdSh,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
qwen_instruct,1,maximin,rule,ShAs,1,-1.0,0.5,0.25,0.5,-0.25,0.0,0.25,0.0,0.25,-0.0,0.25,0.5,4,1,1,corrected_integrated_root
qwen_instruct,1,maximin,rule,ShBa,1,-1.0,0.5,0.0,0.25,-0.5,-0.25,0.5,0.25,0.5,0.25,0.25,0.5,4,2,2,corrected_integrated_root
qwen_instruct,1,maximin,rule,ShCh,1,-1.0,0.5,0.0,0.5,-0.5,0.0,0.5,0.0,0.5,-0.0,0.5,0.5,4,2,2,corrected_integrated_root
qwen_instruct,1,maximin,rule,ShCm,1,-1.0,0.5,0.0,0.5,-0.5,0.0,0.5,0.0,0.5,-0.0,0.5,0.5,4,2,2,corrected_integrated_root
qwen_instruct,1,maximin,rule,ShCo,1,-1.0,0.5,0.25,0.5,-0.25,0.0,0.25,0.0,0.25,-0.0,0.25,0.5,4,1,1,corrected_integrated_root
qwen_instruct,1,maximin,rule,ShDl,1,-1.0,0.5,0.0,0.5,-0.5,0.0,0.5,0.0,0.5,-0.0,0.5,0.5,4,2,2,corrected_integrated_root
qwen_instruct,1,maximin,rule,ShHa,1,-1.0,0.5,0.0,0.5,-0.5,0.0,0.5,0.0,0.5,-0.0,0.5,0.5,4,2,2,corrected_integrated_root
qwen_instruct,1,maximin,rule,ShHr,1,-1.0,0.25,0.0,0.0,-0.25,-0.25,0.25,0.25,0.25,0.25,-0.0,0.75,4,1,1,corrected_integrated_root
qwen_instruct,1,maximin,rule,ShNc,1,-1.0,0.5,0.0,0.5,-0.5,0.0,0.5,0.0,0.5,-0.0,0.5,0.5,4,2,2,corrected_integrated_root
qwen_instruct,1,maximin,rule,ShPc,1,-1.0,0.5,0.0,0.5,-0.5,0.0,0.5,0.0,0.5,-0.0,0.5,0.5,4,2,2,corrected_integrated_root
qwen_instruct,1,maximin,rule,ShPd,1,-1.0,0.5,0.0,0.5,-0.5,0.0,0.5,0.0,0.5,-0.0,0.5,0.5,4,2,2,corrected_integrated_root
qwen_instruct,1,maximin,rule,ShSh,1,-1.0,0.5,0.0,0.5,-0.5,0.0,0.5,0.0,0.5,-0.0,0.5,0.5,4,2,2,corrected_integrated_root
llama31_instruct,1,risk,trait,AsAs,1,-1.0,0.5,0.5,1.0,0.0,0.5,0.0,0.5,-0.0,-0.5,0.5,0.5,4,0,0,corrected_integrated_root
llama31_instruct,1,risk,trait,AsBa,1,-1.0,0.5,0.25,1.0,-0.25,0.5,0.25,0.5,0.25,-0.5,0.75,0.5,4,1,1,corrected_integrated_root
llama31_instruct,1,risk,trait,AsCh,1,-1.0,0.5,0.0,1.0,-0.5,0.5,0.5,0.5,0.5,-0.5,1.0,0.5,4,2,2,corrected_integrated_root
llama31_instruct,1,risk,trait,AsCm,1,-1.0,1.0,0.5,1.0,-0.5,0.0,0.5,0.0,0.5,-0.0,0.5,0.0,4,2,2,corrected_integrated_root
llama31_instruct,1,risk,trait,AsCo,1,-1.0,0.5,0.5,1.0,0.0,0.5,0.0,0.5,-0.0,-0.5,0.5,0.5,4,0,0,corrected_integrated_root
llama31_instruct,1,risk,trait,AsDl,1,-1.0,0.5,0.25,1.0,-0.25,0.5,0.25,0.5,0.25,-0.5,0.75,0.5,4,1,1,corrected_integrated_root
llama31_instruct,1,risk,trait,AsHa,1,-1.0,0.5,0.5,0.25,0.0,-0.25,0.0,0.25,-0.0,0.25,-0.25,0.5,4,0,0,corrected_integrated_root
llama31_instruct,1,risk,trait,AsHr,1,-1.0,1.0,0.25,1.0,-0.75,0.0,0.75,0.0,0.75,-0.0,0.75,0.0,4,3,3,corrected_integrated_root
llama31_instruct,1,risk,trait,AsNc,1,-1.0,0.5,0.25,0.75,-0.25,0.25,0.25,0.25,0.25,-0.25,0.5,0.5,4,1,1,corrected_integrated_root
llama31_instruct,1,risk,trait,AsPc,1,-1.0,0.5,0.5,0.75,0.0,0.25,0.0,0.25,-0.0,-0.25,0.25,0.5,4,0,0,corrected_integrated_root
llama31_instruct,1,risk,trait,AsPd,1,-1.0,0.5,0.5,1.0,0.0,0.5,0.0,0.5,-0.0,-0.5,0.5,0.5,4,0,0,corrected_integrated_root
llama31_instruct,1,risk,trait,AsSh,1,-1.0,0.5,0.5,1.0,0.0,0.5,0.0,0.5,-0.0,-0.5,0.5,0.5,4,0,0,corrected_integrated_root
llama31_instruct,1,risk,trait,BaAs,0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,4,2,2,corrected_integrated_root
llama31_instruct,1,risk,trait,BaBa,0,1.0,0.5,0.25,0.5,-0.25,0.0,0.25,0.0,-0.25,0.0,-0.25,0.5,4,1,0,corrected_integrated_root
llama31_instruct,1,risk,trait,BaCh,0,1.0,0.5,0.5,1.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.5,0.5,4,0,0,corrected_integrated_root
llama31_instruct,1,risk,trait,BaCm,0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4,2,1,corrected_integrated_root
llama31_instruct,1,risk,trait,BaCo,0,1.0,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.25,4,3,2,corrected_integrated_root
llama31_instruct,1,risk,trait,BaDl,0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4,0,0,corrected_integrated_root
llama31_instruct,1,risk,trait,BaHa,0,1.0,0.25,0.25,0.5,0.0,0.25,0.0,0.25,0.0,0.25,-0.25,0.25,4,2,1,corrected_integrated_root
llama31_instruct,1,risk,trait,BaHr,0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,4,2,2,corrected_integrated_root
llama31_instruct,1,risk,trait,BaNc,0,1.0,0.25,0.5,0.75,0.25,0.5,0.25,0.5,0.25,0.5,-0.25,0.25,4,1,1,corrected_integrated_root
llama31_instruct,1,risk,trait,BaPc,0,1.0,0.25,0.75,0.5,0.5,0.25,0.5,0.25,0.5,0.25,0.25,0.25,4,2,2,corrected_integrated_root
llama31_instruct,1,risk,trait,BaPd,0,1.0,0.5,0.5,0.75,0.0,0.25,0.0,0.25,0.0,0.25,-0.25,0.5,4,0,0,corrected_integrated_root
llama31_instruct,1,risk,trait,BaSh,0,1.0,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.25,4,1,1,corrected_integrated_root
llama31_instruct,1,risk,trait,ChAs,0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,4,2,2,corrected_integrated_root
llama31_instruct,1,risk,trait,ChBa,0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4,2,1,corrected_integrated_root
llama31_instruct,1,risk,trait,ChCh,0,1.0,0.75,0.5,0.5,-0.25,-0.25,0.25,0.25,-0.25,-0.25,0.0,0.75,4,1,0,corrected_integrated_root
llama31_instruct,1,risk,trait,ChCm,0,1.0,0.75,0.5,0.5,-0.25,-0.25,0.25,0.25,-0.25,-0.25,0.0,0.75,4,3,1,corrected_integrated_root
llama31_instruct,1,risk,trait,ChCo,0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4,2,1,corrected_integrated_root
llama31_instruct,1,risk,trait,ChDl,0,1.0,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.25,4,3,2,corrected_integrated_root
llama31_instruct,1,risk,trait,ChHa,0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,4,2,2,corrected_integrated_root
llama31_instruct,1,risk,trait,ChHr,0,1.0,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.25,4,3,2,corrected_integrated_root
llama31_instruct,1,risk,trait,ChNc,0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,4,2,2,corrected_integrated_root
llama31_instruct,1,risk,trait,ChPc,0,1.0,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.25,4,3,2,corrected_integrated_root
llama31_instruct,1,risk,trait,ChPd,0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4,0,0,corrected_integrated_root
llama31_instruct,1,risk,trait,ChSh,0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4,0,0,corrected_integrated_root
llama31_instruct,1,risk,trait,CmAs,1,-2.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,-0.5,-0.0,-0.5,1.0,4,2,0,corrected_integrated_root
llama31_instruct,1,risk,trait,CmBa,1,-2.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,-0.5,-0.0,-0.5,1.0,4,2,0,corrected_integrated_root
llama31_instruct,1,risk,trait,CmCh,1,-2.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,-0.5,-0.0,-0.5,1.0,4,2,0,corrected_integrated_root
llama31_instruct,1,risk,trait,CmCm,1,-2.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,-0.5,-0.0,-0.5,1.0,4,2,0,corrected_integrated_root
llama31_instruct,1,risk,trait,CmCo,1,-2.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,-0.25,-0.0,-0.25,1.0,4,1,0,corrected_integrated_root
llama31_instruct,1,risk,trait,CmDl,1,-2.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,-0.25,-0.0,-0.25,1.0,4,1,0,corrected_integrated_root
llama31_instruct,1,risk,trait,CmHa,1,-2.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,-0.5,-0.0,-0.5,1.0,4,2,0,corrected_integrated_root
llama31_instruct,1,risk,trait,CmHr,1,-2.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,-0.5,-0.0,-0.5,1.0,4,2,0,corrected_integrated_root
llama31_instruct,1,risk,trait,CmNc,1,-2.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,-0.5,-0.0,-0.5,1.0,4,2,0,corrected_integrated_root
llama31_instruct,1,risk,trait,CmPc,1,-2.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,-0.5,-0.0,-0.5,1.0,4,2,0,corrected_integrated_root
llama31_instruct,1,risk,trait,CmPd,1,-2.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,-0.5,-0.0,-0.5,1.0,4,2,0,corrected_integrated_root
llama31_instruct,1,risk,trait,CmSh,1,-2.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,-0.5,-0.0,-0.5,1.0,4,2,0,corrected_integrated_root
llama31_instruct,1,risk,trait,CoAs,0,1.0,1.0,0.25,1.0,-0.75,0.0,0.75,0.0,-0.75,0.0,-0.75,1.0,4,3,0,corrected_integrated_root
llama31_instruct,1,risk,trait,CoBa,0,1.0,1.0,0.5,1.0,-0.5,0.0,0.5,0.0,-0.5,0.0,-0.5,1.0,4,2,0,corrected_integrated_root
llama31_instruct,1,risk,trait,CoCh,0,1.0,0.5,0.25,1.0,-0.25,0.5,0.25,0.5,-0.25,0.5,-0.75,0.5,4,1,0,corrected_integrated_root
llama31_instruct,1,risk,trait,CoCm,0,1.0,1.0,0.5,1.0,-0.5,0.0,0.5,0.0,-0.5,0.0,-0.5,1.0,4,2,0,corrected_integrated_root
llama31_instruct,1,risk,trait,CoCo,0,1.0,1.0,0.5,1.0,-0.5,0.0,0.5,0.0,-0.5,0.0,-0.5,1.0,4,2,0,corrected_integrated_root
llama31_instruct,1,risk,trait,CoDl,0,1.0,1.0,0.5,1.0,-0.5,0.0,0.5,0.0,-0.5,0.0,-0.5,1.0,4,2,0,corrected_integrated_root
llama31_instruct,1,risk,trait,CoHa,0,1.0,0.5,0.5,0.75,0.0,0.25,0.0,0.25,0.0,0.25,-0.25,0.5,4,0,0,corrected_integrated_root
llama31_instruct,1,risk,trait,CoHr,0,1.0,1.0,0.5,1.0,-0.5,0.0,0.5,0.0,-0.5,0.0,-0.5,1.0,4,2,0,corrected_integrated_root
llama31_instruct,1,risk,trait,CoNc,0,1.0,0.5,0.5,1.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.5,0.5,4,0,0,corrected_integrated_root
llama31_instruct,1,risk,trait,CoPc,0,1.0,1.0,0.75,1.0,-0.25,0.0,0.25,0.0,-0.25,0.0,-0.25,1.0,4,1,0,corrected_integrated_root
llama31_instruct,1,risk,trait,CoPd,0,1.0,0.5,0.25,1.0,-0.25,0.5,0.25,0.5,-0.25,0.5,-0.75,0.5,4,1,0,corrected_integrated_root
llama31_instruct,1,risk,trait,CoSh,0,1.0,0.75,0.25,1.0,-0.5,0.25,0.5,0.25,-0.5,0.25,-0.75,0.75,4,2,0,corrected_integrated_root
llama31_instruct,1,risk,trait,DlAs,1,-2.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,-0.25,-0.0,-0.25,1.0,4,1,0,corrected_integrated_root
llama31_instruct,1,risk,trait,DlBa,1,-2.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,-0.25,-0.0,-0.25,1.0,4,1,0,corrected_integrated_root
llama31_instruct,1,risk,trait,DlCh,1,-2.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,-0.25,-0.0,-0.25,1.0,4,1,0,corrected_integrated_root
llama31_instruct,1,risk,trait,DlCm,1,-2.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,-0.25,-0.0,-0.25,1.0,4,1,0,corrected_integrated_root
llama31_instruct,1,risk,trait,DlCo,1,-2.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,-0.5,-0.0,-0.5,1.0,4,2,0,corrected_integrated_root
llama31_instruct,1,risk,trait,DlDl,1,-2.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,-0.25,-0.0,-0.25,1.0,4,1,0,corrected_integrated_root
llama31_instruct,1,risk,trait,DlHa,1,-2.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,-0.25,-0.0,-0.25,1.0,4,1,0,corrected_integrated_root
llama31_instruct,1,risk,trait,DlHr,1,-2.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,-0.25,-0.0,-0.25,1.0,4,1,0,corrected_integrated_root
llama31_instruct,1,risk,trait,DlNc,1,-2.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,-0.25,-0.0,-0.25,1.0,4,1,0,corrected_integrated_root
